0.241877,0.3237780.251799,0.3237590.254808,0.3223711,89.7024,0.285199,0.240152,0.258993,0.24155,0.206731,0.244837
2,75.3984,0.285199,0.240077,0.258993,0.241552,0.206731,0.245073
3,74.5027,0.285199,0.240082,0.258993,0.241562,0.206731,0.245099
4,74.4228,0.285199,0.240074,0.258993,0.241552,0.206731,0.24508
5,74.4013,0.285199,0.240065,0.258993,0.24154,0.206731,0.245058
6,74.3852,0.285199,0.240056,0.258993,0.241528,0.206731,0.245036
7,74.3705,0.285199,0.240047,0.258993,0.241516,0.206731,0.245014
8,74.357,0.285199,0.240038,0.258993,0.241504,0.206731,0.244992
9,74.3447,0.285199,0.24003,0.258993,0.241493,0.206731,0.24497
10,74.3339,0.285199,0.240021,0.258993,0.241481,0.206731,0.244948
11,74.3242,0.285199,0.240013,0.258993,0.24147,0.206731,0.244927
12,74.3157,0.285199,0.240004,0.258993,0.241459,0.206731,0.244906
13,74.3086,0.285199,0.239996,0.258993,0.241448,0.206731,0.244885
14,74.3029,0.285199,0.239988,0.258993,0.241438,0.206731,0.244864
15,74.2985,0.285199,0.23998,0.258993,0.241427,0.206731,0.244844
16,74.2951,0.285199,0.239972,0.258993,0.241416,0.206731,0.244823
17,74.2931,0.285199,0.239964,0.258993,0.241406,0.206731,0.244803
18,74.2922,0.285199,0.239957,0.258993,0.241396,0.206731,0.244783
19,74.2925,0.285199,0.239949,0.258993,0.241386,0.206731,0.244763
20,74.2938,0.285199,0.239941,0.258993,0.241376,0.206731,0.244744
21,74.2962,0.285199,0.239934,0.258993,0.241366,0.206731,0.244724
22,74.2998,0.285199,0.239926,0.258993,0.241356,0.206731,0.244705
23,74.3042,0.285199,0.239919,0.258993,0.241346,0.206731,0.244685
24,74.3094,0.285199,0.239911,0.258993,0.241337,0.206731,0.244666
25,74.3154,0.285199,0.239904,0.258993,0.241327,0.206731,0.244647
26,74.3223,0.285199,0.239897,0.258993,0.241318,0.206731,0.244629
27,74.3301,0.285199,0.23989,0.258993,0.241309,0.206731,0.24461
28,74.3389,0.285199,0.239883,0.258993,0.241299,0.206731,0.244591
29,74.3486,0.285199,0.239876,0.258993,0.24129,0.206731,0.244573
30,74.3595,0.285199,0.239869,0.258993,0.241281,0.206731,0.244555
31,74.3716,0.285199,0.239862,0.258993,0.241272,0.206731,0.244537
32,74.3847,0.285199,0.239855,0.258993,0.241263,0.206731,0.244519
33,74.3987,0.285199,0.239848,0.258993,0.241255,0.206731,0.244501
34,74.4137,0.285199,0.239841,0.258993,0.241246,0.206731,0.244484
35,74.4296,0.285199,0.239834,0.258993,0.241237,0.206731,0.244466
36,74.4465,0.285199,0.239827,0.258993,0.241229,0.206731,0.244449
37,74.4645,0.285199,0.23982,0.258993,0.241221,0.206731,0.244432
38,74.4834,0.285199,0.239814,0.258993,0.241212,0.206731,0.244415
39,74.5032,0.285199,0.239807,0.258993,0.241204,0.206731,0.244399
40,74.5242,0.285199,0.2398,0.258993,0.241196,0.206731,0.244382
41,74.5463,0.285199,0.239793,0.258993,0.241188,0.206731,0.244366
42,74.5693,0.285199,0.239787,0.258993,0.24118,0.206731,0.24435
43,74.5935,0.285199,0.23978,0.258993,0.241172,0.206731,0.244334
44,74.619,0.285199,0.239773,0.258993,0.241164,0.206731,0.244318
45,74.6456,0.285199,0.239767,0.258993,0.241157,0.206731,0.244303
46,74.6735,0.285199,0.23976,0.258993,0.241149,0.206731,0.244288
47,74.7025,0.285199,0.239754,0.258993,0.241142,0.206731,0.244273
48,74.7325,0.285199,0.239747,0.258993,0.241134,0.206731,0.244258
49,74.7639,0.285199,0.23974,0.258993,0.241127,0.206731,0.244244
50,74.7964,0.285199,0.239734,0.258993,0.24112,0.206731,0.244229
51,74.8298,0.285199,0.239727,0.258993,0.241113,0.206731,0.244215
52,74.8643,0.285199,0.23972,0.258993,0.241106,0.206731,0.244202
53,74.8999,0.285199,0.239714,0.258993,0.241099,0.206731,0.244188
54,74.9368,0.285199,0.239707,0.258993,0.241092,0.206731,0.244175
55,74.975,0.285199,0.2397,0.258993,0.241086,0.206731,0.244162
56,75.0145,0.285199,0.239693,0.258993,0.241079,0.206731,0.244149
57,75.0553,0.285199,0.239686,0.258993,0.241073,0.206731,0.244137
58,75.0972,0.285199,0.23968,0.258993,0.241067,0.206731,0.244125
59,75.1407,0.285199,0.239673,0.258993,0.241061,0.206731,0.244113
60,75.1855,0.285199,0.239665,0.258993,0.241054,0.206731,0.244101
61,75.2315,0.285199,0.239658,0.258993,0.241049,0.206731,0.24409
62,75.2788,0.285199,0.239651,0.258993,0.241043,0.206731,0.244079
63,75.3275,0.285199,0.239644,0.258993,0.241037,0.206731,0.244069
64,75.3776,0.285199,0.239636,0.258993,0.241031,0.206731,0.244059
65,75.4289,0.285199,0.239629,0.258993,0.241026,0.206731,0.244049
66,75.4816,0.285199,0.239621,0.258993,0.24102,0.206731,0.244039
67,75.5357,0.285199,0.239613,0.258993,0.241015,0.206731,0.24403
68,75.5913,0.285199,0.239605,0.258993,0.24101,0.206731,0.244021
69,75.6483,0.285199,0.239597,0.258993,0.241005,0.206731,0.244013
70,75.707,0.285199,0.239588,0.258993,0.241,0.206731,0.244005
71,75.7672,0.285199,0.23958,0.258993,0.240995,0.206731,0.243997
72,75.8293,0.285199,0.239571,0.258993,0.24099,0.206731,0.24399
73,75.8931,0.285199,0.239562,0.258993,0.240986,0.206731,0.243983
74,75.9588,0.285199,0.239552,0.258993,0.240981,0.206731,0.243977
75,76.0264,0.285199,0.239542,0.258993,0.240977,0.206731,0.243971
76,76.0962,0.285199,0.239532,0.258993,0.240972,0.206731,0.243966
77,76.1681,0.285199,0.239522,0.258993,0.240968,0.206731,0.243961
78,76.2423,0.285199,0.239511,0.258993,0.240964,0.206731,0.243957
79,76.319,0.285199,0.239499,0.258993,0.240959,0.206731,0.243953
80,76.3982,0.285199,0.239487,0.258993,0.240955,0.206731,0.24395
81,76.4801,0.285199,0.239475,0.258993,0.240951,0.206731,0.243947
82,76.5649,0.285199,0.239462,0.258993,0.240947,0.206731,0.243945
83,76.6527,0.285199,0.239448,0.258993,0.240943,0.206731,0.243944
84,76.7436,0.285199,0.239434,0.258993,0.240939,0.206731,0.243943
85,76.8379,0.285199,0.239419,0.258993,0.240935,0.206731,0.243943
86,76.9357,0.285199,0.239403,0.258993,0.240932,0.206731,0.243944
87,77.0372,0.285199,0.239387,0.258993,0.240928,0.206731,0.243946
88,77.1425,0.285199,0.239369,0.258993,0.240924,0.206731,0.243948
89,77.2519,0.285199,0.23935,0.258993,0.24092,0.206731,0.243952
90,77.3656,0.285199,0.239331,0.258993,0.240916,0.206731,0.243956
91,77.4838,0.285199,0.239309,0.258993,0.240912,0.206731,0.243962
92,77.6069,0.285199,0.239287,0.258993,0.240907,0.206731,0.243969
93,77.7351,0.285199,0.239263,0.258993,0.240903,0.206731,0.243976
94,77.8686,0.285199,0.239238,0.258993,0.240898,0.206731,0.243985
95,78.0076,0.285199,0.23921,0.258993,0.240894,0.206731,0.243996
96,78.1527,0.285199,0.239181,0.258993,0.240889,0.206731,0.244008
